Sample Name,CJ001,CJ002,CJ003,CJ004,CJ005,CJ006,CJ007,CJ008,CJ009,CJ010,CJ011,CJ012,CJ013,CJ014,CJ015,CJ016,CJ017,CJ018
Treatment,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,None,None,None,None,None,None,None,None,None
Elevation,High,High,High,Low,Low,Low,Spruce Fir,Spruce Fir,Spruce Fir,High,High,High,Low,Low,Low,Spruce Fir,Spruce Fir,Spruce Fir
Depth,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe
Gene136,0,0.303621629,0,0.54748247,0,0,0.568864779,0,0.271907447,0,0,0,0,0,0.487946382,0,0,0
Gene137,288.5799322,364.345955,380.905862,284.6908846,327.0359929,377.4654538,320.8397354,310.0730148,344.234828,301.2839032,323.1337708,323.0985557,283.6019544,309.4649811,311.309792,248.7061435,294.956752,318.2084404
Gene138,288.5799322,364.345955,380.905862,284.6908846,327.0359929,377.4654538,320.8397354,310.0730148,344.234828,301.2839032,323.1337708,323.0985557,283.6019544,309.4649811,311.309792,248.7061435,294.956752,318.2084404
Gene139,0,0.303621629,0,0.273741235,0.484497767,0,0,0.476302634,0,0,0,0.311570449,0.161229082,0,0.243973191,0,0,0
Gene140,0,0,0,0,0.484497767,0,0.28443239,0.476302634,0,0.193627187,0,0,0.161229082,0,0,0.212569353,0,0
Gene141,524.7186652,542.2682297,611.3565573,489.4493284,534.4010372,600.5989024,498.3255465,538.2219766,627.5623878,571.7810836,616.7720385,573.2896262,504.163338,559.82108,615.7883347,508.6784627,536.1987287,578.9060629
Gene142,0,0,0,0,0,0,0,0.476302634,0.815722341,0,0,0,0,0,0,0,0,0
Gene143,258.5259116,186.1200587,118.6688638,188.0602285,218.9929908,122.5231186,234.0878566,185.0435734,108.2191639,242.8084926,172.7593754,164.1976266,191.2176907,181.3957363,121.7426224,180.0462423,178.9859827,138.3514958
Gene144,54.58791491,43.11427134,31.52141695,30.65901834,32.94584817,30.86640103,38.96723737,28.57815805,28.82218939,55.37737552,38.18614243,37.70002433,30.79475457,24.20037568,29.76472933,30.60998689,22.39697345,23.05858264
Gene145,268.9528167,240.7719519,287.1362687,240.3448045,226.5027062,262.246598,242.3363959,269.8254422,240.0942758,256.9432773,247.5515441,247.3869365,247.164182,242.0037568,252.2682798,234.0388581,229.0944657,240.3518143
Gene146,16.253705,22.16437893,30.72675938,16.42447411,20.10665734,22.38403128,19.91026727,22.14807249,24.19976279,20.71810902,22.12162734,19.94050874,19.1862607,18.63214765,26.10513146,11.26617573,17.65185195,23.32986008
Gene147,198.1111968,197.9613022,195.4857623,189.9764172,204.2158089,198.8644463,195.9739164,200.2852576,184.0813417,190.3355249,191.7207703,203.1439328,206.3732244,208.8085513,202.7417219,204.9168567,202.5217853,206.9846888
Gene148,6.746820944,0,2.648858567,4.379859762,6.298470973,0,4.550918233,4.286723707,1.359537235,13.36027591,8.1639339,4.985127185,0,3.21243925,0,10.41589832,2.087853457,1.356387214
Gene149,27.60063113,31.88027106,51.3878562,36.68132551,27.85862161,42.41184874,25.03005028,32.86488175,42.41756174,21.1053634,31.33897207,31.7801858,23.70067499,31.69606727,35.37611273,20.61922728,21.63775401,32.01073825
Gene150,156.0969027,206.4627078,258.2637103,177.6580616,204.7003066,238.6844599,186.5876476,199.808955,230.5775151,170.779179,203.0449367,223.396012,209.1141188,236.4355288,243.7292181,223.6229598,265.157389,260.9688999
Gene151,0.613347359,0,2.119086854,2.189929881,0.968995534,1.178106909,1.991026727,0,2.447167023,0.968135936,1.053410826,1.557852245,1.612290815,2.784114017,1.219865956,0.425138707,0,1.356387214
Gene152,0.613347359,2.732594662,6.357260561,0.273741235,0.484497767,4.241184874,1.706594337,0.952605268,8.429130859,0.774508748,3.950290597,3.427274939,0.644916326,2.141626167,5.85535659,1.27541612,1.328634018,6.239381184
Gene153,19.62711547,16.39556797,13.50917869,14.7820267,13.56593748,15.5510112,14.22161948,9.287901365,13.05155746,12.77939435,13.16763532,13.39752931,16.92905356,13.92057008,12.68660594,12.11645314,10.43926728,12.47876237
Gene154,49.37446236,37.34546039,28.60767252,29.83779463,38.27532361,35.34320728,30.14983329,33.81748702,30.72554152,29.62495963,30.81226665,32.4033267,37.40514692,35.55099437,30.49664891,30.18484818,37.39155737,33.6384029
Gene155,309.4337424,376.1871985,402.8913881,350.9362635,364.3423209,356.4951508,339.0434084,343.6523505,363.8121642,401.5827861,375.2776067,374.1961093,352.7692304,353.7966427,362.0562158,356.053667,355.5045023,331.5010351
Gene156,66.85486208,116.5907056,153.8986827,90.06086636,89.38983805,140.1947222,72.81469173,103.3576716,150.3648182,78.03175641,113.2416638,116.8389184,84.48403872,109.2229345,131.5015501,80.56378494,84.08355286,131.5695597
Gene157,171.123913,159.4013553,138.5353031,163.4235174,174.6614451,161.636268,181.4678645,175.5175207,141.3918725,166.9066353,186.4537162,171.363747,154.4574601,168.7601419,154.6790033,179.833673,212.9610526,184.4686611
Gene158,270.4861851,263.2399525,272.0377748,260.0541734,278.5862161,295.4692129,278.7437418,291.9735147,286.8623566,265.8501279,271.779993,270.4431498,264.0932356,264.9191568,264.9548857,268.9002321,290.7810451,286.740257
Gene159,0,0,0,0,0,0,0,0.238151317,0.815722341,0,0,0,0,0,0,0.63770806,0,0.271277443
Gene160,241.0455119,275.081196,299.0561322,241.7135106,242.0066347,275.4413954,264.8065547,279.1133436,294.7476726,267.5927726,283.8942175,296.9266379,258.6114468,283.3371419,299.3551057,283.5675174,315.8352866,284.8413149
Gene161,46.61439925,47.36497415,38.40844922,47.08349245,42.39355463,32.98699346,33.27858958,34.77009229,32.90080109,43.37248991,40.8196695,40.50415837,43.6930811,35.12266913,28.30089018,35.28651267,36.82214279,28.21285405
Gene162,0.613347359,0,0,0,0,0.471242764,0.28443239,0,0,0,0,0.311570449,0.161229082,0.428325233,0.243973191,0,0,0
Gene163,0.306673679,0.607243258,1.324429284,0,0,0,0,0,1.087629788,0,1.053410826,0,0,0,0,0,0.569414579,0
Gene164,527.4787283,653.6973676,634.9313985,594.5659627,654.7987324,642.303887,645.0926595,697.3070564,656.1126697,592.3055654,653.6414174,634.6690047,657.3309654,638.6329229,734.3593057,677.6710987,700.7595421,704.7787963
Gene165,24.53389434,19.7354059,10.06566256,15.6032504,17.44191962,15.07976844,25.31448267,20.9573159,15.49872448,12.0048856,19.48810028,18.38265649,11.93095203,15.4197084,13.17455233,12.3290225,14.99458392,11.93620748
Gene166,155.7902291,188.2454101,265.6805143,163.9709999,188.2273826,219.5991279,145.6293835,165.5151654,219.1574023,117.3380754,165.3854996,193.7968193,188.3155672,183.5373625,226.8950679,144.5471603,160.0054967,170.9047889
Gene167,323.8474053,315.4628727,295.0828444,351.4837459,294.3323936,267.1946471,300.3606034,342.2234426,284.9590045,351.820599,312.0729571,329.0183942,344.8690054,306.4667045,323.7524248,346.0629073,341.8385524,308.171175
Gene168,0,0,0,0,0.242248884,0,0.28443239,0.238151317,0,0,0,0.311570449,0,0,0,0,0,0
Gene169,1779.934034,1882.757722,2074.321144,1748.65901,1786.827765,2155.700023,1839.993128,1981.418958,2234.5354,1818.933796,2039.666711,1945.445884,1775.132188,1894.054182,2026.441327,1982.634359,1925.949912,2158.82589
Gene170,0,0.607243258,0.529771713,0,0,0,0,0,0,0,0.263352706,0,0,0,0,0,0.379609719,0
Gene171,8.893536699,7.590540729,0,4.653600998,7.751964275,9.189233894,4.266485844,5.477480292,0,0,6.320464954,5.919838532,6.28793418,5.354065417,9.270981267,0,4.555316633,6.510658626
Gene172,97.21555633,76.81627218,86.35278929,143.166666,94.23481572,66.44522969,78.50333952,85.97262546,67.16113942,89.26213326,74.26546322,80.6967463,135.2711994,105.58217,86.61048289,97.14419451,85.22238202,63.20764416
Gene173,752.2705353,790.9343439,890.2813644,782.8999325,772.047192,790.980979,718.476216,782.0889252,813.2751741,702.0921805,760.2992635,757.4277616,716.1795802,757.9215004,783.3979171,665.5546455,653.6879369,788.8748036
Gene174,215.8982702,254.4349252,313.8897402,280.0372836,287.5494248,313.6120593,250.5849352,280.0659489,316.5002684,201.3722746,238.0708466,257.3571909,309.5598365,307.5375175,305.9423818,245.7301725,258.8938287,291.3519735
Gene175,26.37393642,28.84405477,12.18474941,30.65901834,24.95163501,20.73468161,25.59891506,17.38504615,14.95490959,29.04407807,26.59862335,17.44794515,28.37631835,28.91195325,19.02990892,13.81700797,20.11931513,16.00536912
Gene176,5.213452548,9.108648875,34.70004723,12.04461435,8.236462042,28.74580859,8.248539297,9.764203999,27.7345596,5.034306865,14.74775156,24.30249502,7.255308669,11.13645607,23.17745317,6.164511249,7.02277981,21.70219542
Gene177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18980486,0
Gene178,0.920021038,0,0.529771713,0,0,0.706864146,0,0,0,0.387254374,0.263352706,0,0,0,0,0,0.18980486,0
Gene179,20.85381019,16.09194635,16.95269483,26.27915857,17.19967074,13.66604015,23.03902355,18.0995001,17.67398406,20.13722746,21.85827463,20.87522009,25.79665305,23.34372522,16.10223062,22.95749017,18.41107139,18.44686611
Gene180,130.3363137,149.6854632,233.3644398,129.205863,136.6283703,196.2726111,128.8478725,139.5566718,197.4048066,104.9459354,152.481217,148.3075337,158.6494162,149.6996691,205.9133734,113.086896,124.8915977,170.3622341
Gene181,41.70762038,45.846866,53.77182891,42.97737392,38.27532361,66.20960831,34.98518392,44.05799366,57.37247133,42.79160835,51.88048317,40.19258793,41.9195612,33.83769343,51.72231654,34.43623525,36.82214279,41.77672619
Gene182,88.32201963,82.58508313,68.34055103,74.18387473,85.51385591,84.82369748,71.96139456,79.78069122,83.47558625,79.77440109,73.21205239,73.53062597,60.78336374,79.88265602,55.8698608,66.32163826,65.10306689,77.58534863
Gene183,88.32201963,82.58508313,68.34055103,74.18387473,85.51385591,84.82369748,71.96139456,79.78069122,83.47558625,79.77440109,73.21205239,73.53062597,60.78336374,79.88265602,55.8698608,66.32163826,65.10306689,77.58534863
Gene184,21.16048387,22.16437893,33.37561795,13.13957929,17.19967074,22.85527404,17.35037576,16.19428956,23.92785534,14.90929341,20.2781584,21.49836098,16.6065954,20.34544858,21.71361402,11.90388379,12.14751102,15.73409168
Gene185,30.66736793,27.32594662,19.33666754,28.74282969,32.70359929,24.97586648,19.62583488,25.00588829,24.19976279,26.13967026,19.48810028,22.12150188,36.43777243,27.41281493,20.98169445,19.13124181,26.76248522,32.01073825
Gene186,870.3399018,936.0654827,949.0860246,911.8320543,938.2299262,933.2962937,926.6807252,967.6088012,941.3435817,904.2389638,897.2426708,913.2129861,928.0345933,881.9216555,981.7481216,910.64711,923.0210328,958.9657602
Gene187,870.3399018,936.0654827,949.0860246,911.8320543,938.2299262,933.2962937,926.6807252,967.6088012,941.3435817,904.2389638,897.2426708,913.2129861,928.0345933,881.9216555,981.7481216,910.64711,923.0210328,958.9657602
Gene188,802.8716923,903.5779684,983.521186,777.4251078,895.3518738,936.3593716,850.1684124,920.2166891,1023.731538,812.26605,897.5060235,954.9634263,890.6294464,913.1893975,981.2601752,830.9336025,950.5427375,944.3167783
Gene189,760.5507246,533.4632024,450.8357281,683.5318642,589.3915338,472.6564921,683.7754645,622.0512402,478.0132919,820.592019,593.3336476,624.6987503,661.3616925,553.8245267,536.4970476,697.2274792,662.0393507,514.070754
Gene190,16.56037868,17.30643286,12.71452112,20.80433387,19.1376618,14.3729043,13.6527547,15.47983561,19.03352129,20.33085465,18.43468945,19.62893829,24.02313315,16.27635887,13.66249871,18.06839504,27.71150952,17.36175634
Gene191,760.5507246,533.4632024,450.8357281,683.5318642,589.3915338,472.6564921,683.7754645,622.0512402,478.0132919,820.592019,593.3336476,624.6987503,661.3616925,553.8245267,536.4970476,697.2274792,662.0393507,514.070754
Gene192,3.066736793,3.947081179,4.238173707,3.284894822,1.937991069,4.005563492,3.982053454,3.572269756,5.166241494,0,4.476996009,4.361986287,2.418436223,4.283252333,6.343302972,1.913124181,3.226682615,0
Gene193,0,0,0,0,0,0,0,0.476302634,0,0,0.526705413,0,0.161229082,0,0,0,0.18980486,0
Gene194,0,0.910864887,1.324429284,0,0,0.942485528,0,0.476302634,0,0.193627187,0,0,0,0.214162617,0,0,0,0
Gene195,134.0163978,173.9751935,187.2743007,142.8929247,161.3377565,188.2614841,148.7581397,176.4701259,176.1960257,147.1566622,156.1681549,173.5447401,156.23098,142.2039775,176.8805637,153.6876425,169.8753495,161.6813559
Gene196,137.696482,211.9278971,242.6354447,153.2950917,177.8106806,230.9089542,134.5365203,160.5139877,215.6226055,125.4704173,157.2215657,185.6959876,171.0640555,185.6789887,190.2990892,115.4251589,140.6454011,180.9420543
Gene197,0,0,0.79465757,0,0,0.471242764,0,0,0,0,0,0,0,0,0,0,0,0
Gene198,19.32044179,2.732594662,0,18.88814523,19.37991069,0,8.532971687,5.953782927,1.631444682,25.17153433,3.423585184,6.231408981,12.2534102,9.851480367,2.683705104,16.79297892,6.073755511,4.069161641
Gene199,0,0.303621629,3.708401994,1.368706176,0,1.649349673,0,0.476302634,1.087629788,0.193627187,2.633527064,0.311570449,0.644916326,0.214162617,1.707812339,0.212569353,0,1.356387214
Gene200,36.18749415,49.49032555,51.65274206,42.70363268,46.02728788,44.06119841,47.78464145,50.2499279,52.75004473,50.34306865,57.41089,50.1628423,50.46470252,42.61836072,44.40312081,42.51387068,40.42843512,43.94694573
Gene201,57.6546517,71.65470448,99.59708212,62.13926038,55.71724323,67.38771522,62.00626093,50.96438185,81.30032667,59.83080082,72.68534698,59.50995577,54.81788772,53.75481678,79.29128716,40.38817715,56.75165306,67.54808325
Gene202,425.0497195,398.3515775,390.4417528,406.7794754,378.6350051,363.3281709,353.8338926,334.3644492,357.5582929,401.9700405,378.1744864,402.8605906,388.5620865,342.6601867,326.4361299,323.7431252,307.104263,337.4691388
Gene203,425.0497195,398.3515775,390.4417528,406.7794754,378.6350051,363.3281709,353.8338926,334.3644492,357.5582929,401.9700405,378.1744864,402.8605906,388.5620865,342.6601867,326.4361299,323.7431252,307.104263,337.4691388
Gene204,425.0497195,398.3515775,390.4417528,406.7794754,378.6350051,363.3281709,353.8338926,334.3644492,357.5582929,401.9700405,378.1744864,402.8605906,388.5620865,342.6601867,326.4361299,323.7431252,307.104263,337.4691388
Gene205,2.760063113,8.501405616,8.741233271,3.284894822,6.540719857,9.189233894,5.688647791,6.668236878,13.05155746,3.291662181,12.64092991,7.789261226,6.28793418,8.138179434,7.80714212,5.526803189,12.52712074,9.223433054
Gene206,288.5799322,364.345955,380.905862,284.6908846,327.0359929,377.4654538,320.8397354,310.0730148,344.234828,301.2839032,323.1337708,323.0985557,283.6019544,309.4649811,311.309792,248.7061435,294.956752,318.2084404
Gene207,91.6954301,117.1979489,154.4284545,81.0274056,111.1922376,149.6195775,101.2579307,104.0721256,112.5696831,80.74253703,108.2379623,106.868664,77.22873005,129.3542205,106.8602578,75.46212046,84.65296744,120.4471846
Gene208,66.85486208,94.7299483,126.8803254,64.60293149,77.76189163,113.5695061,56.31761313,85.73447414,119.3673693,61.37981832,96.38709056,91.91328247,60.62213466,77.098542,131.0136037,58.45657219,72.88506613,92.23433054
Gene209,622.8542426,600.5635825,697.4444607,570.7504753,604.6532135,657.8548982,624.8979599,650.8675495,629.1938325,665.3030149,626.7794413,647.7549636,595.0965399,558.9644295,623.83945,581.3771816,642.8690599,621.7678988
Gene210,1.533368396,0.910864887,1.324429284,0,0.484497767,1.884971055,1.137729558,1.190756585,1.631444682,0.774508748,1.580116239,1.246281796,0.644916326,0.856650467,2.195758721,0.212569353,1.328634018,0.813832328
Gene211,198.4178705,174.8860584,171.910921,178.4792853,177.3261828,198.1575822,171.2282985,184.3291194,167.2230799,158.3870391,177.4997241,158.900929,152.0390239,186.5356391,149.0676199,122.4399476,174.4306661,206.1708565
Gene212,0,0,0,0,0,0,0,0,0,0.193627187,0,0,0,0,0,0,0,0
Gene213,103.9623773,124.1812463,136.1513303,86.50223031,99.80654004,119.9312834,77.65004235,124.3149875,141.119965,68.93127861,105.867788,105.9339527,91.41688923,106.8671457,120.5227565,62.0702512,96.99028332,109.3248094
Gene214,45.38770453,29.75491966,20.13132511,24.9104524,26.6473772,22.1484099,31.00313046,29.292612,10.60439044,46.47052491,25.28185982,15.57852245,17.09028264,25.27118877,15.61428424,12.3290225,14.04555962,11.66493004
Gene215,45.38770453,29.75491966,20.13132511,24.9104524,26.6473772,22.1484099,31.00313046,29.292612,10.60439044,46.47052491,25.28185982,15.57852245,17.09028264,25.27118877,15.61428424,12.3290225,14.04555962,11.66493004
Gene216,9.200210378,7.894162358,7.416803988,11.77087311,17.6841685,5.890534547,17.35037576,12.14571717,8.972945753,15.68380216,10.79746096,11.21653617,0,15.4197084,12.19865956,27.63401594,9.680047846,0
Gene217,329.6742052,335.1982786,352.8279611,302.7578061,328.9739839,362.150064,272.4862292,328.6488175,343.6910131,286.9554913,315.2331896,331.5109578,303.5943605,330.0245923,300.0870252,229.3623323,255.2875363,315.4956659
Gene218,2.146715755,5.161567696,19.33666754,9.03346076,5.329475439,13.19479739,5.973080181,4.763026341,13.05155746,5.034306865,7.37387578,7.166120328,3.547039794,4.283252333,14.63839147,4.251387068,3.416487475,9.223433054
Gene219,0.306673679,0.607243258,0,0.821223705,1.211244418,0.235621382,0.568864779,0,0.543814894,0.580881561,1.053410826,0.623140898,0.967374489,0.214162617,1.707812339,1.062846767,0.759219439,0.542554886
Gene220,844.8859864,841.3355344,859.554605,823.6873766,864.1017678,864.2592288,851.306142,829.242886,818.7133231,856.9939302,846.9423039,859.9344393,794.3756847,847.6556368,886.598577,826.8947848,832.8637245,835.5345237
Gene221,0.306673679,0.607243258,0.529771713,0.273741235,0.484497767,0,0,1.667059219,0.815722341,0.968135936,0.526705413,1.246281796,1.289832652,0.428325233,1.95178553,0.63770806,0.569414579,0.813832328
Gene222,3.680084151,2.428973033,2.38397271,1.916188646,1.937991069,1.178106909,4.550918233,3.810421073,2.719074471,1.936271871,3.950290597,3.427274939,1.451061734,2.5699514,1.95178553,4.676525775,6.073755511,2.441496985
Gene223,76.9750935,91.99735363,104.6299134,79.93244066,93.0235713,80.58251261,85.89858165,69.54018458,86.73847561,74.35283985,81.37598629,89.10914842,86.25755862,82.45260742,83.19485822,72.69871887,61.49677455,61.03742462
Gene224,76.9750935,91.99735363,104.6299134,79.93244066,93.0235713,80.58251261,85.89858165,69.54018458,86.73847561,74.35283985,81.37598629,89.10914842,86.25755862,82.45260742,83.19485822,72.69871887,61.49677455,61.03742462
Gene225,76.9750935,91.99735363,104.6299134,79.93244066,93.0235713,80.58251261,85.89858165,69.54018458,86.73847561,74.35283985,81.37598629,89.10914842,86.25755862,82.45260742,83.19485822,72.69871887,61.49677455,61.03742462
Gene226,1802.93456,1877.899776,1885.722414,1756.050023,1747.341197,1859.288324,1868.151935,1825.191694,1861.478383,1817.384778,1785.794702,1778.132553,1754.333636,1821.02473,1762.706307,1623.179583,1630.803355,1732.377749
Gene227,42.01429406,28.84405477,34.70004723,36.68132551,40.21331468,35.34320728,35.5540487,38.58051336,38.88276493,46.47052491,44.24325468,44.55457421,41.59710304,39.19175885,47.08682591,42.93900939,46.69199549,54.25548855
Gene228,271.0995325,301.4962778,355.7417056,248.009559,290.4564114,359.7938501,254.8514211,271.4925014,324.6574918,255.0070054,292.5848569,296.303497,273.7669804,312.2490951,306.9182746,220.6469888,285.8461187,321.7350471
